Instituto Nacional para el Federalismo y el Desarrollo Municipal

Base de datos de Índice de Marginación 2015

estado,municipio,cve_inegi,id_estado,id_municipio,porc_15ymas_analfabeta,porc_15ymas_sinprim,porc_ocu_viv_sindres,porc_ocu_viv_sinel,porc_ocu_viv_sinagua,porc_ocu_viv_hacin,porc_ocu_viv_pisotierra,porc_loc_menor5k,porc_pocu_2sm,indice_marginacion,grado_marginacion,lugar_estatal,lugar_nacional
"Chiapas","Tuzantán","7103","7","103","11.75","32.26","4.25","0.90","15.81","52.61","6.47","100.00","78.09","0.61600","A","66","631"
"Chiapas","Tzimol","7104","7","104","18.14","41.50","1.88","1.14","11.88","38.03","6.65","63.51","82.92","0.53500","A","71","683"
"Chiapas","Unión Juárez","7105","7","105","12.72","28.56","2.45","1.67","4.63","44.46","7.62","100.00","83.84","0.41600","A","83","786"
"Chiapas","Venustiano Carranza","7106","7","106","21.02","44.69","5.14","1.36","6.61","48.63","10.32","63.10","79.90","0.85100","A","49","463"
"Chiapas","Villa Corzo","7107","7","107","17.77","36.75","7.02","4.23","16.19","49.45","7.15","48.09","79.99","0.77200","A","56","505"
"Chiapas","Villaflores","7108","7","108","13.17","31.77","2.84","0.80","10.15","46.15","6.36","55.42","70.21","0.20500","A","99","987"
"Chiapas","Yajalón","7109","7","109","26.83","41.37","2.63","6.69","10.94","55.20","23.98","51.15","69.01","1.34700","MA","27","235"
"Chiapas","San Lucas","7110","7","110","24.25","43.64","1.18","1.92","16.68","64.00","5.01","100.00","85.20","1.31000","MA","29","251"
"Chiapas","Zinacantán","7111","7","111","36.75","49.50","4.85","0.70","28.89","52.84","6.85","100.00","84.44","1.69200","MA","13","125"
"Chiapas","San Juan Cancuc","7112","7","112","34.41","46.92","5.21","3.47","31.62","68.43","47.94","78.19","77.44","2.60000","MA","3","26"
"Chiapas","Aldama","7113","7","113","24.28","37.07","1.80","1.12","11.25","63.24","11.26","100.00","79.08","1.17300","A","37","314"
"Chiapas","Benemérito de las Américas","7114","7","114","16.72","40.98","4.38","3.96","30.60","50.81","9.79","58.00","68.80","0.92600","A","46","429"
"Chiapas","Maravilla Tenejapa","7115","7","115","21.51","42.40","2.24","6.51","26.05","57.57","17.11","100.00","89.87","1.68900","MA","14","126"
"Chiapas","Marqués de Comillas","7116","7","116","21.21","44.30","4.06","2.85","39.60","47.42","10.94","100.00","59.31","1.18200","A","36","306"
"Chiapas","Montecristo de Guerrero","7117","7","117","17.33","41.21","2.88","1.64","2.28","54.42","16.18","100.00","82.23","1.01000","A","43","388"
"Chiapas","San Andrés Duraznal","7118","7","118","30.27","53.78","0.68","1.07","1.88","56.62","4.94","100.00","88.15","1.33600","MA","28","240"
"Chiapas","Santiago el Pinar","7119","7","119","38.51","44.64","0.19","0.00","12.74","51.86","21.28","100.00","75.61","1.56600","MA","16","152"
"Chihuahua","Total del estado Chihuahua","8000","8","0","2.67","12.65","1.40","1.81","2.39","22.16","1.76","17.05","34.77","-0.60000","B","0","23"
"Chihuahua","Ahumada","8001","8","1","3.25","21.81","0.95","0.44","1.14","26.42","0.81","25.15","37.67","-1.16400","MB","53","2174"
"Chihuahua","Aldama","8002","8","2","2.97","14.77","0.81","0.20","0.88","21.65","0.38","16.41","29.38","-1.49500","MB","60","2341"
"Chihuahua","Allende","8003","8","3","4.24","18.96","2.52","1.24","0.73","18.40","0.69","100.00","39.11","-0.95400","B","45","2010"
"Chihuahua","Aquiles Serdán","8004","8","4","1.57","7.93","0.27","0.03","0.18","30.35","0.09","33.24","29.52","-1.46700","MB","58","2325"
"Chihuahua","Ascensión","8005","8","5","3.57","26.62","1.23","0.69","0.78","27.01","0.86","43.88","40.43","-0.95700","B","46","2011"
"Chihuahua","Bachíniva","8006","8","6","5.41","34.62","2.45","0.26","0.44","12.85","0.39","100.00","39.00","-0.80000","B","36","1884"
"Chihuahua","Balleza","8007","8","7","26.23","48.44","26.26","25.46","34.60","41.73","13.95","100.00","53.77","2.36900","MA","4","37"
"Chihuahua","Batopilas","8008","8","8","34.87","58.11","54.91","49.75","41.77","57.39","46.08","100.00","62.15","5.02700","MA","1","1"
"Chihuahua","Bocoyna","8009","8","9","12.66","32.37","8.05","20.01","24.23","40.00","8.92","45.91","48.54","0.83800","A","11","471"
"Chihuahua","Buenaventura","8010","8","10","5.26","28.24","3.46","1.00","0.26","30.45","3.39","43.09","44.56","-0.71700","B","30","1818"
"Chihuahua","Camargo","8011","8","11","2.72","13.89","0.88","0.27","0.64","21.09","0.47","17.49","41.32","-1.40200","MB","57","2296"
"Chihuahua","Carichí","8012","8","12","39.25","62.14","43.18","42.43","41.40","41.14","13.20","100.00","69.82","3.95700","MA","2","5"
"Chihuahua","Casas Grandes","8013","8","13","3.25","21.44","1.12","0.88","1.51","23.27","0.47","50.35","51.42","-0.96900","B","48","2021"
"Chihuahua","Coronado","8014","8","14","4.71","24.85","1.10","1.19","0.52","16.30","1.00","100.00","46.84","-0.82100","B","37","1904"
"Chihuahua","Coyame del Sotol","8015","8","15","7.65","37.50","2.51","2.87","2.63","15.03","0.90","100.00","32.28","-0.60300","B","23","1700"
"Chihuahua","La Cruz","8016","8","16","2.79","18.37","1.59","0.75","0.41","20.14","0.34","100.00","39.62","-1.00700","B","49","2049"
"Chihuahua","Cuauhtémoc","8017","8","17","2.35","21.27","0.54","0.38","0.96","18.77","0.39","19.84","24.88","-1.47200","MB","59","2326"
"Chihuahua","Cusihuiriachi","8018","8","18","5.70","31.86","1.72","1.02","0.50","16.82","0.76","100.00","43.81","-0.70600","B","29","1808"
"Chihuahua","Chihuahua","8019","8","19","0.99","6.89","0.18","0.12","0.97","15.99","0.44","1.26","20.80","-1.90900","MB","67","2449"
"Chihuahua","Chínipas","8020","8","20","10.23","31.87","7.84","12.66","14.27","37.57","18.96","100.00","40.29","0.68600","A","12","575"
"Chihuahua","Delicias","8021","8","21","1.97","11.51","0.18","0.14","0.44","21.19","0.27","14.40","31.15","-1.58700","MB","66","2375"
"Chihuahua","Dr. Belisario Domínguez","8022","8","22","6.33","41.17","2.37","0.48","1.61","9.95","1.36","100.00","58.13","-0.49200","M","21","1612"
"Chihuahua","Galeana","8023","8","23","6.82","26.14","0.75","0.54","0.20","33.51","0.40","100.00","36.93","-0.63000","B","25","1728"
"Chihuahua","Santa Isabel","8024","8","24","2.95","28.36","2.46","0.56","1.57","17.73","0.64","100.00","42.75","-0.82200","B","38","1907"
"Chihuahua","Gómez Farías","8025","8","25","3.15","23.08","1.44","0.11","0.38","16.77","0.47","38.19","51.35","-1.12700","MB","51","2152"
"Chihuahua","Gran Morelos","8026","8","26","7.59","35.96","2.88","0.97","0.61","11.41","0.81","100.00","48.47","-0.61600","B","24","1716"
"Chihuahua","Guachochi","8027","8","27","21.71","41.77","20.75","34.88","33.75","44.75","14.12","70.79","55.23","2.36000","MA","5","39"
"Chihuahua","Guadalupe","8028","8","28","3.88","23.16","0.46","0.17","1.37","20.40","0.48","100.00","46.46","-0.85700","B","41","1944"
"Chihuahua","Guadalupe y Calvo","8029","8","29","19.47","42.40","19.38","29.17","12.69","44.91","28.26","89.13","55.72","2.21700","MA","6","47"
"Chihuahua","Guazapares","8030","8","30","14.39","36.04","4.87","20.76","15.67","32.36","16.51","100.00","32.89","0.92400","A","10","432"
"Chihuahua","Guerrero","8031","8","31","5.13","28.60","2.71","4.81","7.35","26.04","3.44","57.90","44.94","-0.51300","B","22","1623"
"Chihuahua","Hidalgo del Parral","8032","8","32","1.84","11.01","0.43","0.31","0.65","21.23","1.47","2.08","33.76","-1.58700","MB","65","2374"
"Chihuahua","Huejotitán","8033","8","33","5.99","34.45","10.93","1.48","5.20","16.78","0.74","100.00","60.00","-0.30700","M","19","1456"
"Chihuahua","Ignacio Zaragoza","8034","8","34","2.65","25.22","2.95","0.28","0.55","13.98","0.78","100.00","54.68","-0.83400","B","40","1919"
"Chihuahua","Janos","8035","8","35","4.01","23.41","1.52","0.78","0.25","21.05","0.80","100.00","38.04","-0.89000","B","42","1966"
"Chihuahua","Jiménez","8036","8","36","2.84","14.02","1.25","0.17","0.92","23.34","0.65","16.92","39.94","-1.37000","MB","56","2285"
"Chihuahua","Juárez","8037","8","37","1.45","8.56","0.13","0.13","1.26","24.51","0.81","0.84","42.69","-1.52200","MB","62","2351"
"Chihuahua","Julimes","8038","8","38","4.06","27.81","2.16","0.20","0.54","22.30","1.74","100.00","38.45","-0.78500","B","35","1867"
"Chihuahua","López","8039","8","39","5.58","25.26","1.55","0.13","0.80","21.32","0.43","100.00","44.42","-0.78200","B","34","1866"
"Chihuahua","Madera","8040","8","40","4.95","24.49","1.41","1.27","4.33","25.40","2.87","47.83","44.17","-0.83300","B","39","1918"
"Chihuahua","Maguarichi","8041","8","41","21.15","43.20","9.51","22.66","26.55","49.27","6.86","100.00","45.20","1.63900","MA","8","139"
"Chihuahua","Manuel Benavides","8042","8","42","6.02","38.82","3.50","1.21","2.50","15.02","0.14","100.00","36.89","-0.63700","B","27","1733"
"Chihuahua","Matachí","8043","8","43","4.04","28.64","2.67","1.08","1.01","17.32","0.98","100.00","55.83","-0.64900","B","28","1750"
"Chihuahua","Matamoros","8044","8","44","4.16","22.49","2.97","1.03","1.59","22.10","1.26","100.00","45.78","-0.75900","B","33","1850"
"Chihuahua","Meoqui","8045","8","45","3.25","18.25","0.71","0.23","0.76","22.63","0.91","28.64","41.67","-1.24000","MB","55","2217"
"Chihuahua","Morelos","8046","8","46","18.13","40.45","15.40","28.96","12.53","39.94","24.81","100.00","62.09","2.05300","MA","7","75"
"Chihuahua","Moris","8047","8","47","9.63","35.83","4.77","8.64","8.56","30.11","8.06","100.00","43.05","0.19100","A","14","999"
"Chihuahua","Namiquipa","8048","8","48","3.45","28.29","1.88","0.25","0.53","16.23","0.69","100.00","35.07","-0.93800","B","44","2000"
"Chihuahua","Nonoava","8049","8","49","12.92","35.41","9.34","4.27","4.93","29.08","3.23","100.00","51.22","0.09600","A","15","1086"
"Chihuahua","Nuevo Casas Grandes","8050","8","50","1.99","11.71","0.22","0.09","0.64","18.68","0.06","6.38","40.11","-1.57000","MB","64","2370"
"Chihuahua","Ocampo","8051","8","51","6.74","27.50","3.03","6.77","7.68","41.55","4.75","100.00","22.36","-0.20500","M","17","1349"
"Chihuahua","Ojinaga","8052","8","52","2.76","18.77","0.48","0.67","0.71","19.47","0.36","13.53","24.65","-1.51300","MB","61","2348"
"Chihuahua","Praxedis G. Guerrero","8053","8","53","4.29","27.56","0.84","0.04","1.09","24.56","0.35","100.00","54.75","-0.63700","B","26","1732"
"Chihuahua","Riva Palacio","8054","8","54","3.45","39.99","0.52","0.05","0.06","14.37","0.26","100.00","24.14","-0.91800","B","43","1987"
"Chihuahua","Rosales","8055","8","55","4.04","22.25","1.21","0.59","1.15","23.88","0.33","66.81","42.76","-0.96200","B","47","2013"
"Chihuahua","Rosario","8056","8","56","10.14","40.26","5.02","1.39","1.64","15.69","1.89","100.00","59.66","-0.23600","M","18","1381"
"Chihuahua","San Francisco de Borja","8057","8","57","8.50","35.04","6.07","3.31","2.13","16.26","1.56","100.00","48.24","-0.37800","M","20","1514"
"Chihuahua","San Francisco de Conchos","8058","8","58","1.87","19.17","0.53","0.12","0.20","16.37","0.12","100.00","35.38","-1.15700","MB","52","2172"
"Chihuahua","San Francisco del Oro","8059","8","59","2.15","14.80","2.81","2.15","3.39","20.26","1.58","100.00","25.84","-1.08800","MB","50","2123"
"Chihuahua","Santa Bárbara","8060","8","60","2.78","13.62","1.89","0.27","1.96","21.87","0.79","15.94","24.31","-1.52900","MB","63","2355"
"Chihuahua","Satevó","8061","8","61","6.45","37.07","0.95","0.51","0.98","11.14","1.08","100.00","40.76","-0.73700","B","31","1834"
"Chihuahua","Saucillo","8062","8","62","3.01","18.20","0.70","0.13","0.63","22.94","0.27","65.96","29.75","-1.22700","MB","54","2212"
"Chihuahua","Temósachic","8063","8","63","8.93","42.33","2.44","15.70","9.56","29.66","4.13","100.00","62.53","0.62500","A","13","623"
"Chihuahua","El Tule","8064","8","64","8.63","37.72","10.32","2.89","3.83","17.77","2.48","100.00","58.22","-0.13200","M","16","1280"
"Chihuahua","Urique","8065","8","65","29.78","52.00","33.62","39.79","28.23","51.78","14.68","100.00","56.74","3.26400","MA","3","11"
"Chihuahua","Uruachi","8066","8","66","17.54","43.14","5.26","19.93","26.81","39.25","15.33","100.00","56.94","1.52100","MA","9","173"
"Chihuahua","Valle de Zaragoza","8067","8","67","5.86","31.56","3.04","2.56","0.73","16.40","0.44","100.00","32.70","-0.75000","B","32","1846"
"CDMX","Total del estado Distrito Federal","9000","9","0","1.49","6.62","0.04","0.04","1.10","19.19","0.47","0.67","28.26","-1.45000","MB","0","32"
"CDMX","Azcapotzalco","9002","9","2","1.43","6.41","0.00","0.00","0.21","16.56","0.29","0.00","25.97","-1.87100","MB","11","2443"
"CDMX","Coyoacán","9003","9","3","0.98","4.81","0.00","0.01","0.07","12.04","0.16","0.00","24.46","-1.99400","MB","14","2452"
"CDMX","Cuajimalpa de Morelos","9004","9","4","1.65","7.05","0.13","0.14","0.65","19.33","0.79","1.54","22.17","-1.82200","MB","10","2435"
"CDMX","Gustavo A. Madero","9005","9","5","1.77","7.25","0.06","0.05","0.35","21.12","0.25","0.00","31.03","-1.72800","MB","6","2421"
"CDMX","Iztacalco","9006","9","6","0.89","5.26","0.05","0.00","0.07","17.10","0.15","0.00","27.26","-1.88500","MB","12","2445"
"CDMX","Iztapalapa","9007","9","7","1.82","8.10","0.02","0.06","0.86","24.07","0.57","0.00","34.04","-1.62700","MB","4","2392"
"CDMX","La Magdalena Contreras","9008","9","8","1.90","8.40","0.05","0.02","0.80","24.61","1.08","0.27","28.51","-1.65700","MB","5","2398"
"CDMX","Milpa Alta","9009","9","9","2.92","10.48","0.26","0.35","12.79","35.68","1.99","21.61","44.85","-1.02900","B","1","2072"
"CDMX","Álvaro Obregón","9010","9","10","1.64","7.51","0.03","0.01","0.53","20.47","0.28","0.05","26.52","-1.77900","MB","8","2429"
"CDMX","Tláhuac","9011","9","11","1.93","7.99","0.01","0.03","1.01","25.42","0.71","2.27","39.92","-1.53700","MB","3","2357"
"CDMX","Tlalpan","9012","9","12","1.75","7.26","0.05","0.05","2.65","19.68","0.75","1.78","28.00","-1.73800","MB","7","2424"
"CDMX","Xochimilco","9013","9","13","1.90","8.19","0.08","0.19","6.77","24.50","1.53","1.72","33.77","-1.52700","MB","2","2353"
"CDMX","Benito Juárez","9014","9","14","0.67","2.49","0.03","0.01","0.01","7.28","0.03","0.00","12.67","-2.22800","MB","16","2457"
"CDMX","Cuauhtémoc","9015","9","15","0.85","4.42","0.02","0.00","0.26","14.96","0.33","0.00","24.81","-1.95100","MB","13","2451"
"CDMX","Miguel Hidalgo","9016","9","16","0.70","3.83","0.01","0.00","0.03","10.45","0.06","0.00","15.42","-2.13100","MB","15","2455"
"CDMX","Venustiano Carranza","9017","9","17","0.95","5.21","0.02","0.02","0.13","20.64","0.26","0.00","29.02","-1.81100","MB","9","2434"
"Durango","Total del estado Durango","10000","10","0","3.17","14.50","3.68","2.63","3.26","24.58","4.33","36.19","39.16","0.05000","M","0","13"
"Durango","Canatlán","10001","10","1","3.14","19.11","6.37","1.36","1.42","19.79","2.66","63.39","57.38","-0.82200","B","31","1906"
"Durango","Canelas","10002","10","2","11.47","35.34","10.39","8.03","5.85","37.60","17.76","100.00","32.46","0.45000","A","4","759"
"Durango","Coneto de Comonfort","10003","10","3","3.77","25.35","12.78","0.68","1.23","25.76","2.10","100.00","57.17","-0.41900","M","15","1544"
"Durango","Cuencamé","10004","10","4","3.42","19.77","5.62","0.86","4.82","29.25","2.44","70.75","47.13","-0.72800","B","26","1824"
"Durango","Durango","10005","10","5","1.51","8.83","0.71","0.17","1.10","19.86","2.05","10.92","35.47","-1.58500","MB","39","2373"
"Durango","General Simón Bolívar","10006","10","6","7.55","31.74","11.44","0.66","3.80","32.90","2.18","100.00","56.81","-0.11300","M","11","1267"
"Durango","Gómez Palacio","10007","10","7","2.18","10.74","0.82","0.16","0.56","23.71","1.66","21.54","31.48","-1.48800","MB","38","2336"
"Durango","Guadalupe Victoria","10008","10","8","3.21","18.49","3.62","0.40","1.55","20.54","1.21","51.53","51.98","-1.01800","B","34","2061"
"Durango","Guanaceví","10009","10","9","10.81","35.90","6.78","4.55","13.39","34.77","9.78","100.00","40.96","0.23300","A","6","962"
"Durango","Hidalgo","10010","10","10","4.05","22.51","6.68","1.20","3.11","21.81","1.88","100.00","44.75","-0.68900","B","24","1790"
"Durango","Indé","10011","10","11","4.35","30.47","7.57","0.73","1.12","22.25","1.22","100.00","59.17","-0.44400","M","17","1570"
"Durango","Lerdo","10012","10","12","2.83","12.74","2.10","0.28","1.67","28.08","1.31","33.17","40.27","-1.21500","MB","37","2204"
"Durango","Mapimí","10013","10","13","5.03","22.83","3.47","0.67","4.35","34.30","2.40","41.23","44.76","-0.74600","B","28","1838"
"Durango","Mezquital","10014","10","14","26.14","43.39","34.63","57.96","56.54","61.91","55.94","100.00","44.45","4.84500","MA","1","2"
"Durango","Nazas","10015","10","15","5.32","25.68","6.06","0.80","1.47","26.74","2.36","100.00","61.38","-0.40400","M","14","1532"
"Durango","Nombre de Dios","10016","10","16","3.36","20.46","5.19","0.79","1.30","26.62","2.41","71.32","54.51","-0.73100","B","27","1828"
"Durango","Ocampo","10017","10","17","6.48","23.37","6.10","2.82","3.71","18.67","2.11","100.00","49.22","-0.56100","B","21","1666"
"Durango","El Oro","10018","10","18","3.42","22.64","5.79","1.10","1.86","17.18","0.83","48.08","37.97","-1.09300","MB","35","2126"
"Durango","Otáez","10019","10","19","7.62","28.26","22.81","8.54","7.80","46.05","23.41","100.00","59.76","0.95600","A","3","418"
"Durango","Pánuco de Coronado","10020","10","20","3.52","23.90","3.70","0.33","1.33","21.31","0.73","100.00","48.80","-0.76100","B","29","1855"
"Durango","Peñón Blanco","10021","10","21","3.50","23.14","5.48","1.18","2.82","26.87","1.35","49.67","59.50","-0.70300","B","25","1803"
"Durango","Poanas","10022","10","22","3.73","22.20","3.35","0.61","0.96","21.81","1.64","56.85","57.48","-0.84600","B","32","1934"
"Durango","Pueblo Nuevo","10023","10","23","4.67","18.02","8.22","14.28","7.65","41.56","13.90","50.69","41.83","0.10600","A","9","1077"
"Durango","Rodeo","10024","10","24","3.33","22.19","4.97","1.41","1.40","26.35","1.76","100.00","61.16","-0.52100","B","20","1629"
"Durango","San Bernardo","10025","10","25","6.86","35.85","14.45","5.90","4.80","20.15","2.47","100.00","46.51","-0.10300","M","10","1254"
"Durango","San Dimas","10026","10","26","4.87","25.13","7.65","7.13","4.34","36.88","9.83","73.98","28.71","-0.26000","M","13","1400"
"Durango","San Juan de Guadalupe","10027","10","27","7.19","32.47","5.98","1.37","28.79","27.63","2.54","100.00","66.33","0.12600","A","8","1059"
"Durango","San Juan del Río","10028","10","28","3.86","25.13","8.18","1.21","1.82","25.27","1.34","100.00","48.59","-0.56400","B","22","1668"
"Durango","San Luis del Cordero","10029","10","29","6.50","27.67","5.16","1.01","0.67","25.85","1.07","100.00","52.40","-0.48200","M","18","1603"
"Durango","San Pedro del Gallo","10030","10","30","4.63","27.79","3.81","1.49","1.63","22.87","1.09","100.00","58.22","-0.50300","B","19","1617"
"Durango","Santa Clara","10031","10","31","3.26","26.71","4.95","0.61","0.31","24.70","2.47","100.00","68.53","-0.43000","M","16","1550"
"Durango","Santiago Papasquiaro","10032","10","32","4.30","20.58","6.63","4.36","4.34","24.25","5.54","41.91","48.31","-0.67600","B","23","1774"
"Durango","Súchil","10033","10","33","5.45","24.21","8.18","3.86","1.66","25.75","7.21","100.00","59.89","-0.21800","M","12","1362"
"Durango","Tamazula","10034","10","34","10.41","31.15","24.38","17.06","14.01","46.27","30.01","100.00","62.38","1.62400","MA","2","141"
"Durango","Tepehuanes","10035","10","35","6.38","30.07","15.70","8.86","9.67","25.52","8.08","100.00","45.20","0.14400","A","7","1038"
